"occupation_id","task_cluster_id","exposure_score","augmentation_likelihood","partial_automation_likelihood","high_automation_likelihood","evidence_confidence","primary_sources","notes"
"occ_43_9041_00","cluster_documentation","0.20","0.16","0.72","0.64","0.69","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9041_00","cluster_execution_routine","0.21","0.19","0.73","0.65","0.74","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9041_00","cluster_oversight_strategy","0.01","0.02","0.01","0.02","0.02","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9041_00","cluster_qa_review","0.01","0.02","0.02","0.02","0.03","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9041_00","cluster_workflow_admin","0.71","0.52","0.49","0.37","0.55","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_9061_00","cluster_client_interaction","0.00","0.00","0.00","0.02","0.01","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9061_00","cluster_coordination","0.60","0.62","0.37","0.25","0.56","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_9061_00","cluster_documentation","0.03","0.04","0.08","0.02","0.10","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9061_00","cluster_execution_routine","0.80","0.42","0.65","0.53","0.58","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_9061_00","cluster_oversight_strategy","0.00","0.00","0.00","0.02","0.01","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9061_00","cluster_qa_review","0.66","0.62","0.50","0.38","0.50","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_9061_00","cluster_research_synthesis","0.09","0.10","0.11","0.03","0.43","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9061_00","cluster_workflow_admin","0.27","0.53","0.22","0.14","0.64","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9111_00","cluster_analysis","0.13","0.39","0.21","0.13","0.64","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9111_00","cluster_client_interaction","0.00","0.01","0.00","0.02","0.01","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9111_00","cluster_coordination","0.68","0.76","0.24","0.12","0.51","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_9111_00","cluster_decision_support","0.70","0.78","0.26","0.14","0.57","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_9111_00","cluster_drafting","0.86","0.64","0.48","0.36","0.50","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_9111_00","cluster_execution_routine","0.00","0.00","0.01","0.02","0.01","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9111_00","cluster_qa_review","0.74","0.76","0.37","0.25","0.54","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_9111_00","cluster_research_synthesis","0.82","0.68","0.40","0.28","0.56","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_9111_00","cluster_workflow_admin","0.20","0.20","0.53","0.45","0.75","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
